instruction,response,product_name,total_price,price_per_unit,unit_value,unit
"What is the price per unit for Absolutely Gluten Free Original Crackers, 4.4oz (12 Pack) | Grain Free Crackers | Dairy Free | No Soy, Corn or Rice?","The price per unit for Absolutely Gluten Free Original Crackers, 4.4oz (12 Pack) | Grain Free Crackers | Dairy Free | No Soy, Corn or Rice is $18.180 per Ounce. The total price is $79.99 for 4.4 Ounce.","Absolutely Gluten Free Original Crackers, 4.4oz (12 Pack) | Grain Free Crackers | Dairy Free | No Soy, Corn or Rice",79.99,18.1795,4.4,Ounce
"What is the price per unit for Colombina Jumbo Spearmint Balls, Individually Wrapped Natural Spearmint Flavored Candy, Ideal for Halloween and Christmas, 2.4 lbs (120 Count)?","The price per unit for Colombina Jumbo Spearmint Balls, Individually Wrapped Natural Spearmint Flavored Candy, Ideal for Halloween and Christmas, 2.4 lbs (120 Count) is $0.292 per Ounce. The total price is $11.10 for 38.0 Ounce.","Colombina Jumbo Spearmint Balls, Individually Wrapped Natural Spearmint Flavored Candy, Ideal for Halloween and Christmas, 2.4 lbs (120 Count)",11.1,0.2921,38.0,Ounce
What is the price per unit for Kasugai Grape Gummy Candy 3.77oz (9 Pack)?,The price per unit for Kasugai Grape Gummy Candy 3.77oz (9 Pack) is $0.888 per Count. The total price is $7.99 for 9.0 Count.,Kasugai Grape Gummy Candy 3.77oz (9 Pack),7.99,0.8878,9.0,Count
"What is the price per unit for Voortman Bakery Vanilla Wafers, Mega Size, 5.17 oz, Case of 9?","The price per unit for Voortman Bakery Vanilla Wafers, Mega Size, 5.17 oz, Case of 9 is $0.562 per Ounce. The total price is $26.13 for 46.5 Ounce.","Voortman Bakery Vanilla Wafers, Mega Size, 5.17 oz, Case of 9",26.13,0.5616,46.53,Ounce
"What is the price per unit for Mantova Extra Virgin Olive Oil Spray, Cholesterol Free, 8.5 Ounces (Pack Of 6)?","The price per unit for Mantova Extra Virgin Olive Oil Spray, Cholesterol Free, 8.5 Ounces (Pack Of 6) is $0.833 per Ounce. The total price is $42.50 for 51.0 Ounce.","Mantova Extra Virgin Olive Oil Spray, Cholesterol Free, 8.5 Ounces (Pack Of 6)",42.5,0.8332,51.0,Ounce
"What is the price per unit for 5 Costa Rican Vanilla Beans Whole Grade A Vanilla Pods for Homemade Vanilla Extract, Baking, Ice Cream, Flavoring, & Vanilla Powder?","The price per unit for 5 Costa Rican Vanilla Beans Whole Grade A Vanilla Pods for Homemade Vanilla Extract, Baking, Ice Cream, Flavoring, & Vanilla Powder is $5.998 per Count. The total price is $29.99 for 5.0 Count.","5 Costa Rican Vanilla Beans Whole Grade A Vanilla Pods for Homemade Vanilla Extract, Baking, Ice Cream, Flavoring, & Vanilla Powder",29.99,5.998,5.0,Count
"What is the price per unit for Campbell's Chicken and Stars Soup, 10.5-Ounce (Pack of 8)?","The price per unit for Campbell's Chicken and Stars Soup, 10.5-Ounce (Pack of 8) is $0.021 per Ounce. The total price is $1.76 for 84.0 Ounce.","Campbell's Chicken and Stars Soup, 10.5-Ounce (Pack of 8)",1.76,0.0209,84.0,Ounce
What is the price per unit for McVities Milk Chocolate Digestives Roll 266g (Pack of 4)?,The price per unit for McVities Milk Chocolate Digestives Roll 266g (Pack of 4) is $6.003 per Count. The total price is $24.01 for 4.0 Count.,McVities Milk Chocolate Digestives Roll 266g (Pack of 4),24.01,6.0025,4.0,Count
"What is the price per unit for You Need This Sea Salt Almond Flour Crackers, 99 GR?","The price per unit for You Need This Sea Salt Almond Flour Crackers, 99 GR is $5.652 per Ounce. The total price is $19.73 for 3.5 Ounce.","You Need This Sea Salt Almond Flour Crackers, 99 GR",19.73,5.6519,3.49,Ounce
"What is the price per unit for Food to Live Raw Sunflower Seeds in Shell, 1 Pound – Fresh, Crunchy and Nutty Snack for on-the-go, Preservative-free, Great Source of Protein, Fiber, Minerals & Vitamins. Whole Unhulled Seeds.?","The price per unit for Food to Live Raw Sunflower Seeds in Shell, 1 Pound – Fresh, Crunchy and Nutty Snack for on-the-go, Preservative-free, Great Source of Protein, Fiber, Minerals & Vitamins. Whole Unhulled Seeds. is $0.984 per Ounce. The total price is $15.74 for 16.0 Ounce.","Food to Live Raw Sunflower Seeds in Shell, 1 Pound – Fresh, Crunchy and Nutty Snack for on-the-go, Preservative-free, Great Source of Protein, Fiber, Minerals & Vitamins. Whole Unhulled Seeds.",15.74,0.9838,16.0,Ounce
"What is the price per unit for B.G. REYNOLDS Passion Fruit Syrup, 375 ml?","The price per unit for B.G. REYNOLDS Passion Fruit Syrup, 375 ml is $1.340 per Fl Oz. The total price is $16.99 for 12.7 Fl Oz.","B.G. REYNOLDS Passion Fruit Syrup, 375 ml",16.99,1.3399,12.68,Fl Oz
"What is the price per unit for Kirkland Signature Organic Coconut Water, 33.8 Fluid Ounce (Pack of 9)?","The price per unit for Kirkland Signature Organic Coconut Water, 33.8 Fluid Ounce (Pack of 9) is $0.110 per Fl Oz. The total price is $33.56 for 304.2 Fl Oz.","Kirkland Signature Organic Coconut Water, 33.8 Fluid Ounce (Pack of 9)",33.56,0.1103,304.2,Fl Oz
"What is the price per unit for Cosmo's - Lupini Beans, (1)- 32 oz. Jar?","The price per unit for Cosmo's - Lupini Beans, (1)- 32 oz. Jar is $0.531 per Ounce. The total price is $16.99 for 32.0 Ounce.","Cosmo's - Lupini Beans, (1)- 32 oz. Jar",16.99,0.5309,32.0,Ounce
"What is the price per unit for Asturi Classico Bruschettini - Virgin Olive Oil (Snack Size Italian Bruschetta Toasts), Buy TWELVE Bags and SAVE, Each Bag is 4.23 oz (Pack of 12)?","The price per unit for Asturi Classico Bruschettini - Virgin Olive Oil (Snack Size Italian Bruschetta Toasts), Buy TWELVE Bags and SAVE, Each Bag is 4.23 oz (Pack of 12) is $0.098 per Ounce. The total price is $4.99 for 50.8 Ounce.","Asturi Classico Bruschettini - Virgin Olive Oil (Snack Size Italian Bruschetta Toasts), Buy TWELVE Bags and SAVE, Each Bag is 4.23 oz (Pack of 12)",4.99,0.0983,50.76,Ounce
"What is the price per unit for HERSHEY'S Milk Chocolate Drops, 8 Ounce?","The price per unit for HERSHEY'S Milk Chocolate Drops, 8 Ounce is $1.826 per Ounce. The total price is $14.61 for 8.0 Ounce.","HERSHEY'S Milk Chocolate Drops, 8 Ounce",14.61,1.8262,8.0,Ounce
What is the price per unit for Lip-Shaped Lollipops - 2 Pound Bulk Pack (About 90 Count) - Cotton Candy Flavor - Blue and Pink Pops?,The price per unit for Lip-Shaped Lollipops - 2 Pound Bulk Pack (About 90 Count) - Cotton Candy Flavor - Blue and Pink Pops is $0.562 per Ounce. The total price is $17.99 for 32.0 Ounce.,Lip-Shaped Lollipops - 2 Pound Bulk Pack (About 90 Count) - Cotton Candy Flavor - Blue and Pink Pops,17.99,0.5622,32.0,Ounce
What is the price per unit for Expect MoreGlory Foods Seasoned Southern Style Collard Greens 27.0 oz pack of 6?,The price per unit for Expect MoreGlory Foods Seasoned Southern Style Collard Greens 27.0 oz pack of 6 is $0.433 per Count. The total price is $2.60 for 6.0 Count.,Expect MoreGlory Foods Seasoned Southern Style Collard Greens 27.0 oz pack of 6,2.6,0.4333,6.0,Count
What is the price per unit for Wellsley Farms Coarse Kosher Salt. 3 Pounds. Passover Approved. From the Salt Caves in Italy. Natural Sicilian Rock Salt. (3 lb Box with Pop Out Pour.)?,"The total price for Wellsley Farms Coarse Kosher Salt. 3 Pounds. Passover Approved. From the Salt Caves in Italy. Natural Sicilian Rock Salt. (3 lb Box with Pop Out Pour.) is $7.46, but price per unit information is not available.",Wellsley Farms Coarse Kosher Salt. 3 Pounds. Passover Approved. From the Salt Caves in Italy. Natural Sicilian Rock Salt. (3 lb Box with Pop Out Pour.),7.46,0.0,0.0,None
What is the price per unit for Rugby Polacrilex 4 mg Nicotine Gum - Smoking and Vaping Quitting Aid - Sugar-Free - Coated Mint Flavor - 100 Count?,The price per unit for Rugby Polacrilex 4 mg Nicotine Gum - Smoking and Vaping Quitting Aid - Sugar-Free - Coated Mint Flavor - 100 Count is $0.295 per Count. The total price is $32.49 for 110.0 Count.,Rugby Polacrilex 4 mg Nicotine Gum - Smoking and Vaping Quitting Aid - Sugar-Free - Coated Mint Flavor - 100 Count,32.49,0.2954,110.0,Count
What is the price per unit for 6 PIECES CHAPIS HOJA DE AGUACATE NATURAL HERBS HIERBAS Net Wt. 3/8oz (10.6g)?,The price per unit for 6 PIECES CHAPIS HOJA DE AGUACATE NATURAL HERBS HIERBAS Net Wt. 3/8oz (10.6g) is $14.990 per Ounce. The total price is $14.99 for 1.0 Ounce.,6 PIECES CHAPIS HOJA DE AGUACATE NATURAL HERBS HIERBAS Net Wt. 3/8oz (10.6g),14.99,14.99,1.0,Ounce
"What is the price per unit for Walden Farms Caramel Syrup, 12 Ounce?","The price per unit for Walden Farms Caramel Syrup, 12 Ounce is $0.407 per Fluid Ounce. The total price is $4.89 for 12.0 Fluid Ounce.","Walden Farms Caramel Syrup, 12 Ounce",4.89,0.4075,12.0,Fluid Ounce
"What is the price per unit for Tory Burch Coco Ginger Shortbread Sandal 9, Pink?","The price per unit for Tory Burch Coco Ginger Shortbread Sandal 9, Pink is $298.000 per Ounce. The total price is $298.00 for 1.0 Ounce.","Tory Burch Coco Ginger Shortbread Sandal 9, Pink",298.0,298.0,1.0,Ounce
"What is the price per unit for purely elizabeth Ancient Grain Granola Certified Glutenfree Vegan NonGMO Coconut Sugar Delicious Healthy Snack , Blueberry Hemp, 12 Ounce?","The price per unit for purely elizabeth Ancient Grain Granola Certified Glutenfree Vegan NonGMO Coconut Sugar Delicious Healthy Snack , Blueberry Hemp, 12 Ounce is $0.666 per ounce. The total price is $7.99 for 12.0 ounce.","purely elizabeth Ancient Grain Granola Certified Glutenfree Vegan NonGMO Coconut Sugar Delicious Healthy Snack , Blueberry Hemp, 12 Ounce",7.99,0.6658,12.0,ounce
What is the price per unit for Swedish Fish Tails 2 Flavors in 1?,The price per unit for Swedish Fish Tails 2 Flavors in 1 is $0.310 per Ounce. The total price is $1.24 for 4.0 Ounce.,Swedish Fish Tails 2 Flavors in 1,1.24,0.31,4.0,Ounce
"What is the price per unit for Mariani, Mediterranean Apricots (Pack of 24)?","The price per unit for Mariani, Mediterranean Apricots (Pack of 24) is $8.886 per Count. The total price is $213.26 for 24.0 Count.","Mariani, Mediterranean Apricots (Pack of 24)",213.26,8.8858,24.0,Count
"What is the price per unit for Banana Boat Sunscreen Ultra Mist Dry Oil Broad Spectrum Sun Care Sunscreen Spray - SPF 8, 6 Ounce?","The price per unit for Banana Boat Sunscreen Ultra Mist Dry Oil Broad Spectrum Sun Care Sunscreen Spray - SPF 8, 6 Ounce is $1.856 per ounce. The total price is $11.14 for 6.0 ounce.","Banana Boat Sunscreen Ultra Mist Dry Oil Broad Spectrum Sun Care Sunscreen Spray - SPF 8, 6 Ounce",11.14,1.8558,6.0,ounce
What is the price per unit for Kirkland Signature 100% Colombian Dark Roast Decaffeinated Ground Coffee - 1.36kg?,The price per unit for Kirkland Signature 100% Colombian Dark Roast Decaffeinated Ground Coffee - 1.36kg is $0.694 per Ounce. The total price is $33.29 for 48.0 Ounce.,Kirkland Signature 100% Colombian Dark Roast Decaffeinated Ground Coffee - 1.36kg,33.29,0.694,47.97,Ounce
What is the price per unit for Coombs Family Farms Organic Pure Maple Sugar - 6 Oz?,The price per unit for Coombs Family Farms Organic Pure Maple Sugar - 6 Oz is $1.780 per Ounce. The total price is $21.36 for 12.0 Ounce.,Coombs Family Farms Organic Pure Maple Sugar - 6 Oz,21.36,1.78,12.0,Ounce
"What is the price per unit for Taza Chocolate Organic Stone Ground 80% Dark Bark Snacking Thins, Variety Pack, 4.2 Oz?","The price per unit for Taza Chocolate Organic Stone Ground 80% Dark Bark Snacking Thins, Variety Pack, 4.2 Oz is $2.695 per Ounce. The total price is $45.27 for 16.8 Ounce.","Taza Chocolate Organic Stone Ground 80% Dark Bark Snacking Thins, Variety Pack, 4.2 Oz",45.27,2.6946,16.8,Ounce
"What is the price per unit for Chex Gluten Free Rice Chex Cereal, 12 Ounce -- 10 per case.?","The price per unit for Chex Gluten Free Rice Chex Cereal, 12 Ounce -- 10 per case. is $0.046 per Ounce. The total price is $5.49 for 120.0 Ounce.","Chex Gluten Free Rice Chex Cereal, 12 Ounce -- 10 per case.",5.49,0.0458,120.0,Ounce
"What is the price per unit for Jack Link’s Beef Strips, Original, 1 Count – Great Protein Bar, Meat Bar with 8g of Protein and 70 Calories, Gluten Free, No added MSG or Nitrates/Nitrites?","The price per unit for Jack Link’s Beef Strips, Original, 1 Count – Great Protein Bar, Meat Bar with 8g of Protein and 70 Calories, Gluten Free, No added MSG or Nitrates/Nitrites is $2.544 per Ounce. The total price is $2.29 for 0.9 Ounce.","Jack Link’s Beef Strips, Original, 1 Count – Great Protein Bar, Meat Bar with 8g of Protein and 70 Calories, Gluten Free, No added MSG or Nitrates/Nitrites",2.29,2.5444,0.9,Ounce
"What is the price per unit for Amoretti - Cola Extract Water Soluble 2 oz - Highly Concentrated & Perfect For Pastry, Savory, Brewing, and more, Preservative Free, Vegan, Kosher Pareve, Keto Friendly?","The price per unit for Amoretti - Cola Extract Water Soluble 2 oz - Highly Concentrated & Perfect For Pastry, Savory, Brewing, and more, Preservative Free, Vegan, Kosher Pareve, Keto Friendly is $15.185 per Ounce. The total price is $30.37 for 2.0 Ounce.","Amoretti - Cola Extract Water Soluble 2 oz - Highly Concentrated & Perfect For Pastry, Savory, Brewing, and more, Preservative Free, Vegan, Kosher Pareve, Keto Friendly",30.37,15.185,2.0,Ounce
"What is the price per unit for Black Rifle Coffee Company Gunship Roast (Light Roast) Whole Bean Coffee, 12 Ounce Bag of Coffee Beans, Light Roast Coffee Beans, Light Caramel Tasting Notes and an Ultra Smooth Finish?","The price per unit for Black Rifle Coffee Company Gunship Roast (Light Roast) Whole Bean Coffee, 12 Ounce Bag of Coffee Beans, Light Roast Coffee Beans, Light Caramel Tasting Notes and an Ultra Smooth Finish is $1.599 per Ounce. The total price is $19.19 for 12.0 Ounce.","Black Rifle Coffee Company Gunship Roast (Light Roast) Whole Bean Coffee, 12 Ounce Bag of Coffee Beans, Light Roast Coffee Beans, Light Caramel Tasting Notes and an Ultra Smooth Finish",19.19,1.5992,12.0,Ounce
"What is the price per unit for SOUR PATCH KIDS Blue Raspberry Soft & Chewy Candy, 5 lb Bag?","The price per unit for SOUR PATCH KIDS Blue Raspberry Soft & Chewy Candy, 5 lb Bag is $0.060 per Ounce. The total price is $4.79 for 80.0 Ounce.","SOUR PATCH KIDS Blue Raspberry Soft & Chewy Candy, 5 lb Bag",4.79,0.0599,80.0,Ounce
"What is the price per unit for Frontier Co-op Indian Black CO2 Decaf., Certified Organic, Fair Trade Certified, Kosher | 1 lb. Bulk Bag | Camellia sinensis?","The price per unit for Frontier Co-op Indian Black CO2 Decaf., Certified Organic, Fair Trade Certified, Kosher | 1 lb. Bulk Bag | Camellia sinensis is $2.796 per Ounce. The total price is $44.74 for 16.0 Ounce.","Frontier Co-op Indian Black CO2 Decaf., Certified Organic, Fair Trade Certified, Kosher | 1 lb. Bulk Bag | Camellia sinensis",44.74,2.7962,16.0,Ounce
"What is the price per unit for Amazon Grocery, Lemonade Drink Mix, 10 packets, 1.4 Oz (Previously Happy Belly, Packaging May Vary)?","The price per unit for Amazon Grocery, Lemonade Drink Mix, 10 packets, 1.4 Oz (Previously Happy Belly, Packaging May Vary) is $1.564 per Ounce. The total price is $2.19 for 1.4 Ounce.","Amazon Grocery, Lemonade Drink Mix, 10 packets, 1.4 Oz (Previously Happy Belly, Packaging May Vary)",2.19,1.5643,1.4,Ounce
"What is the price per unit for ANNIE'S HOMEGROWN, SNK PK, OG2, BNY GRM, FRD, 12, Pack of 4, Size 12/1 OZ - No Artificial Ingredients GMO Free 95%+ Organic4?","The price per unit for ANNIE'S HOMEGROWN, SNK PK, OG2, BNY GRM, FRD, 12, Pack of 4, Size 12/1 OZ - No Artificial Ingredients GMO Free 95%+ Organic4 is $10.985 per Count. The total price is $10.98 for 1.0 Count.","ANNIE'S HOMEGROWN, SNK PK, OG2, BNY GRM, FRD, 12, Pack of 4, Size 12/1 OZ - No Artificial Ingredients GMO Free 95%+ Organic4",10.98,10.985,1.0,Count
What is the price per unit for Saratoga Collection Sparkling Water Peach 12.0oz 6ct Can?,The price per unit for Saratoga Collection Sparkling Water Peach 12.0oz 6ct Can is $0.083 per Fl Oz. The total price is $5.98 for 72.0 Fl Oz.,Saratoga Collection Sparkling Water Peach 12.0oz 6ct Can,5.98,0.0831,72.0,Fl Oz
"What is the price per unit for Bob's Red Mill Baking Powder, 14oz (Pack of 4) - Vegan, Kosher?","The price per unit for Bob's Red Mill Baking Powder, 14oz (Pack of 4) - Vegan, Kosher is $0.279 per Ounce. The total price is $15.60 for 56.0 Ounce.","Bob's Red Mill Baking Powder, 14oz (Pack of 4) - Vegan, Kosher",15.6,0.2786,56.0,Ounce
What is the price per unit for Frontier Taco Salt-Free Seasoning - 2.25 oz?,The price per unit for Frontier Taco Salt-Free Seasoning - 2.25 oz is $1.798 per Ounce. The total price is $4.19 for 2.3 Ounce.,Frontier Taco Salt-Free Seasoning - 2.25 oz,4.19,1.7983,2.33,Ounce
What is the price per unit for Zatarains New Orleans Traditional Creole Seasoning - 8 Oz. (Pack of 2)?,The price per unit for Zatarains New Orleans Traditional Creole Seasoning - 8 Oz. (Pack of 2) is $0.997 per Fl Oz. The total price is $15.96 for 16.0 Fl Oz.,Zatarains New Orleans Traditional Creole Seasoning - 8 Oz. (Pack of 2),15.96,0.9972,16.0,Fl Oz
What is the price per unit for Rani Black Cardamom Pods (Kali Elachi) Whole Indian Spice 32oz (2lbs) 908g Bulk ~ All Natural | Vegan | Gluten Friendly | NON-GMO | Kosher | Indian Origin?,The price per unit for Rani Black Cardamom Pods (Kali Elachi) Whole Indian Spice 32oz (2lbs) 908g Bulk ~ All Natural | Vegan | Gluten Friendly | NON-GMO | Kosher | Indian Origin is $1.109 per Ounce. The total price is $35.49 for 32.0 Ounce.,Rani Black Cardamom Pods (Kali Elachi) Whole Indian Spice 32oz (2lbs) 908g Bulk ~ All Natural | Vegan | Gluten Friendly | NON-GMO | Kosher | Indian Origin,35.49,1.1091,32.0,Ounce
"What is the price per unit for Spiceology – Ultimate Rub Collection – 12 Gourmet Spices & Seasonings Set for Grilling, BBQ & Cooking – Perfect Spice Gift Set for Cooks, Grill Masters & Foodies – BBQ Gifts & Spice Rub Gift Set?","The price per unit for Spiceology – Ultimate Rub Collection – 12 Gourmet Spices & Seasonings Set for Grilling, BBQ & Cooking – Perfect Spice Gift Set for Cooks, Grill Masters & Foodies – BBQ Gifts & Spice Rub Gift Set is $86.990 per Count. The total price is $86.99 for 1.0 Count.","Spiceology – Ultimate Rub Collection – 12 Gourmet Spices & Seasonings Set for Grilling, BBQ & Cooking – Perfect Spice Gift Set for Cooks, Grill Masters & Foodies – BBQ Gifts & Spice Rub Gift Set",86.99,86.99,1.0,Count
"What is the price per unit for So Delicious Dairy-Free Organic Coconutmilk Beverage, Unsweetened, 32 Fl Oz (Pack of 6) Plant-Based Vegan Dairy Alternative, Great in Smoothies Protein Shakes or Cereal?","The price per unit for So Delicious Dairy-Free Organic Coconutmilk Beverage, Unsweetened, 32 Fl Oz (Pack of 6) Plant-Based Vegan Dairy Alternative, Great in Smoothies Protein Shakes or Cereal is $0.064 per Fl Oz. The total price is $12.18 for 192.0 Fl Oz.","So Delicious Dairy-Free Organic Coconutmilk Beverage, Unsweetened, 32 Fl Oz (Pack of 6) Plant-Based Vegan Dairy Alternative, Great in Smoothies Protein Shakes or Cereal",12.18,0.0635,192.0,Fl Oz
